Polar Angle 	 Azimuth Angle 	 Intensity 
90.0	0.0	368.4573
89.29291116952395	0.7071426817872533	368.9234
88.58593006627854	1.4145007934175506	368.9397
87.87916453235917	2.122289895867879	368.5078
87.1727226397129	2.8307258121018455	367.6553
86.4667128053692	3.540024757356371	366.4342
85.76124390703504	4.250403468570711	364.9188
85.05642539917308	4.962079332655645	363.2016
84.3523674296794	5.675270513286652	361.3893
83.64918095727445	6.390196075887154	359.598
82.94697786971682	7.107076110446535	357.9471
82.24587110294536	7.826131851792348	356.5544
81.54597476125012	8.547585796906942	355.5304
80.84740423856572	9.271661818845425	354.9729
80.15027634097487	9.998585276774412	354.9628
79.45470941050044	10.728583121609057	355.56
78.76082345025607	11.461883996679509	356.8002
78.0687402510143	12.198718332806749	358.6939
77.37858351923944	12.939318437111838	361.2247
76.69047900661849	13.683918574821595	364.3506
76.00455464110858	14.432755043267381	368.0053
75.32094065950206	15.186066237202516	372.101
74.63976974149092	15.944092704486447	376.5324
73.96117714519126	16.707077191101824	381.181
73.28530084406378	17.47526467438212	385.9203
72.61228166514054	18.2489023832344	390.6218
71.94226342843773	19.028239804042187	395.1605
71.27539308740191	19.813528670829413	399.4204
70.61182087020094	20.605022938156644	403.3005
69.95170042163069	21.402978735106455	406.7188
69.29518894536457	22.207654298596484	409.617
68.64244734622547	23.019309884136224	411.9629
67.99364037210603	23.838207652018653	413.7529
67.34893675510656	24.664611526811417	415.0124
66.70850935139694	25.498787027884514	415.7954
66.07253527924108	26.34100106858589	416.1828
65.44119605454999	27.191521721553002	416.2795
64.81467772324949	28.05061794753063	416.2107
64.19317098966519	28.918559284955432	416.1166
63.57687134003648	29.79561549746857	416.1475
62.965979160175145	30.68205617643342	416.4572
62.36069984618289	31.5781502954692	417.1973
61.761243907035045	32.484165713968785	418.5104
61.16782705772538	33.400368626554155	420.5249
60.58067030155157	34.32702295544232	423.3486
59.99999999999999	35.264389682754654	427.0648
59.42604792856702	36.212726119908915	431.7278
58.8590513167294	37.17228511139536	437.3605
58.29925287015328	38.143314170462425	443.9528
57.74690077310915	39.12605454453247	451.4608
57.20224866894282	40.12074020854298	459.8082
56.66555561634145	41.12759678487194	468.8877
56.13708601903233	42.14684038906587	478.5648
55.61710952646371	43.178676401255004	488.6814
55.10590090294487	44.223298163918535	499.061
54.60373986267208	45.28088560756104	509.5141
54.11091086804023	46.3516038068849	519.8443
53.62770288864506	47.435601471194154	529.8543
53.154409118419395	48.53300937404573	539.3519
52.691326648427214	49.643938728569864	548.156
52.23875609296496	50.76847951640774	556.1014
51.79700116679687	51.90669877984987	563.0441
51.36636821158484	53.05863888848747	568.8642
50.94716566986906	54.22431579349069	573.4692
50.539703505316	55.40371728447302	576.7959
50.14429256838126	56.59680126575802	578.8107
49.76124390703504	57.80349407069134	579.5099
49.390868022772075	59.02368883439022	578.9178
49.03347407277117	60.25724394694163	577.0852
48.68936901978189	61.503981610489745	574.0862
48.35885673209022	62.76368652482927	570.015
48.04223703674405	64.03610472697835	564.982
47.73980473009234	65.32094261067617	559.1095
47.45184855059514	66.61786615176922	552.5282
47.178650119779434	67.92650036495783	545.3726
46.920482858129056	69.2464290163152	537.778
46.677610883583455	70.57719461432482	529.8766
46.450287901158305	71.91829869987819	521.7956
46.23875609296496	73.2692024527246	513.6545
46.043245018569806	74.62932762827676	505.564
45.86397053617525	75.99805783448308	497.6257
45.701133755495384	77.37474015373697	489.9311
45.554920033420714	78.7586871095844	482.5632
45.42549802359849	80.14917897242118	475.5965
45.31301879088406	81.5454663925662	469.0989
45.21761500123496	82.94677334320139	463.1333
45.1394001970194	84.35230034984485	457.7586
45.07846816689916	85.76122797743554	453.0317
45.03489241843145	87.17272054092642	449.0088
45.00872576033472	88.58593000067151	445.7461
45.0	90.0	443.3
45.00872576033472	91.41406999932849	441.7279
45.03489241843145	92.82727945907358	441.0864
45.07846816689916	94.23877202256445	441.431
45.1394001970194	95.64769965015516	442.8136
45.21761500123496	97.05322665679864	445.2804
45.31301879088406	98.45453360743382	448.8692
45.42549802359848	99.85082102757882	453.6064
45.554920033420714	101.2413128904156	459.5034
45.701133755495384	102.62525984626303	466.554
45.86397053617525	104.00194216551692	474.7312
46.043245018569806	105.37067237172324	483.9847
46.238756092964955	106.73079754727539	494.239
46.450287901158305	108.08170130012182	505.3923
46.677610883583455	109.42280538567519	517.3157
46.920482858129056	110.7535709836848	529.8543
47.178650119779434	112.07349963504215	542.8285
47.45184855059512	113.38213384823077	556.0368
47.73980473009234	114.67905738932384	569.2593
48.04223703674405	115.96389527302166	582.2624
48.3588567320902	117.23631347517073	594.8039
48.68936901978189	118.49601838951025	606.6395
49.03347407277117	119.74275605305839	617.529
49.39086802277208	120.9763111656098	627.243
49.76124390703504	122.19650592930867	635.57
50.14429256838125	123.40319873424197	642.3224
50.539703505316005	124.59628271552698	647.343
50.94716566986905	125.77568420650928	650.5101
51.36636821158484	126.94136111151253	651.7415
51.79700116679685	128.09330122015012	650.9982
52.23875609296496	129.23152048359225	648.2861
52.691326648427214	130.35606127143015	643.6561
53.154409118419395	131.46699062595425	637.2037
53.62770288864506	132.56439852880584	629.0664
54.11091086804023	133.64839619311508	619.4197
54.60373986267208	134.71911439243897	608.4722
55.10590090294487	135.7767018360815	596.4594
55.617109526463715	136.821323598745	583.6368
56.13708601903233	137.8531596109341	570.2716
56.66555561634144	138.87240321512806	556.6351
57.20224866894282	139.879259791457	542.9943
57.74690077310915	140.87394545546752	529.6036
58.29925287015328	141.85668582953758	516.6975
58.8590513167294	142.82771488860465	504.484
59.42604792856702	143.7872738800911	493.1379
59.99999999999999	144.73561031724535	482.7975
60.58067030155157	145.6729770445577	473.5601
61.16782705772538	146.59963137344585	465.4813
61.76124390703503	147.5158342860312	458.574
62.36069984618289	148.4218497045308	452.8103
62.96597916017513	149.31794382356657	448.1241
63.57687134003648	150.20438450253144	444.4151
64.19317098966519	151.08144071504458	441.5541
64.81467772324949	151.9493820524694	439.3894
65.44119605454999	152.808478278447	437.7536
66.0725352792411	153.65899893141415	436.4711
66.70850935139694	154.5012129721155	435.3652
67.34893675510656	155.3353884731886	434.2658
67.99364037210603	156.16179234798136	433.0159
68.64244734622547	156.98069011586378	431.478
69.29518894536457	157.79234570140352	429.5388
69.95170042163069	158.59702126489356	427.1137
70.61182087020094	159.39497706184335	424.1492
71.2753930874019	160.1864713291706	420.6242
71.94226342843773	160.9717601959578	416.5501
72.61228166514054	161.7510976167656	411.9695
73.28530084406377	162.52473532561788	406.953
73.96117714519126	163.29292280889817	401.5957
74.63976974149092	164.05590729551355	396.0123
75.32094065950206	164.8139337627975	390.3315
76.00455464110858	165.56724495673262	384.6898
76.6904790066185	166.31608142517842	379.2253
